date,date_and_time
2020-06-17,2020-06-18T21:27:13Z
2020-06-16,2020-06-19T05:07:14Z
2020-06-17,2020-06-16T07:55:22Z
2020-06-19,2020-06-15T16:17:40Z
2020-06-15,2020-06-20T11:23:52Z
2020-06-20,2020-06-16T18:39:30Z
2020-06-17,2020-06-20T03:25:27Z
2020-06-15,2020-06-16T15:23:17Z
2020-06-18,2020-06-18T21:17:11Z
2020-06-16,2020-06-20T06:44:43Z
2020-06-16,2020-06-20T01:49:54Z
2020-06-16,2020-06-17T08:04:46Z
2020-06-18,2020-06-15T18:46:29Z
2020-06-19,2020-06-18T03:03:45Z
2020-06-15,2020-06-18T20:57:09Z
2020-06-17,2020-06-16T11:46:13Z
2020-06-17,2020-06-15T02:56:41Z
2020-06-17,2020-06-17T06:31:10Z
2020-06-19,2020-06-19T20:14:17Z
2020-06-16,2020-06-20T21:37:19Z
2020-06-16,2020-06-17T06:31:36Z
2020-06-19,2020-06-20T13:54:59Z
2020-06-17,2020-06-16T18:37:10Z
2020-06-19,2020-06-20T23:50:56Z
2020-06-19,2020-06-16T10:07:09Z
2020-06-18,2020-06-20T08:10:33Z
2020-06-16,2020-06-17T10:00:08Z
2020-06-17,2020-06-16T06:24:08Z
2020-06-18,2020-06-18T02:14:25Z
2020-06-18,2020-06-17T13:38:07Z
2020-06-20,2020-06-15T05:28:56Z
2020-06-19,2020-06-19T07:31:55Z
2020-06-20,2020-06-16T14:11:13Z
2020-06-16,2020-06-18T10:43:15Z
2020-06-18,2020-06-20T22:48:57Z
2020-06-17,2020-06-15T10:53:43Z
2020-06-16,2020-06-20T20:54:06Z
2020-06-18,2020-06-17T05:31:30Z
2020-06-20,2020-06-20T09:33:23Z
2020-06-16,2020-06-19T11:08:52Z
2020-06-16,2020-06-15T14:01:44Z
2020-06-15,2020-06-19T21:18:10Z
2020-06-18,2020-06-19T13:00:55Z
2020-06-15,2020-06-20T07:43:23Z
2020-06-15,2020-06-16T06:09:17Z
2020-06-17,2020-06-16T03:54:39Z
2020-06-17,2020-06-16T16:22:19Z
2020-06-19,2020-06-18T04:50:02Z
2020-06-16,2020-06-19T10:49:02Z
2020-06-18,2020-06-17T18:45:25Z
2020-06-18,2020-06-18T08:54:42Z
2020-06-16,2020-06-16T23:27:01Z
2020-06-15,2020-06-16T00:07:55Z
2020-06-15,2020-06-15T09:58:08Z
2020-06-15,2020-06-15T11:32:10Z
2020-06-15,2020-06-17T09:55:25Z
2020-06-15,2020-06-15T12:33:47Z
2020-06-16,2020-06-17T06:41:42Z
2020-06-16,2020-06-16T12:10:47Z
2020-06-15,2020-06-18T09:44:29Z
2020-06-15,2020-06-18T03:53:02Z
2020-06-17,2020-06-20T14:00:01Z
2020-06-19,2020-06-15T16:43:31Z
2020-06-19,2020-06-19T02:26:36Z
2020-06-17,2020-06-19T19:50:07Z
2020-06-20,2020-06-20T18:30:44Z
2020-06-19,2020-06-19T05:18:27Z
2020-06-15,2020-06-16T09:57:43Z
2020-06-16,2020-06-19T03:05:28Z
2020-06-20,2020-06-20T13:14:36Z
2020-06-16,2020-06-20T08:04:01Z
2020-06-15,2020-06-16T00:07:14Z
2020-06-18,2020-06-17T12:14:57Z
2020-06-19,2020-06-19T18:38:07Z
2020-06-16,2020-06-18T02:30:15Z
2020-06-17,2020-06-15T22:50:32Z
2020-06-15,2020-06-20T20:13:14Z
2020-06-16,2020-06-20T13:08:17Z
2020-06-17,2020-06-20T13:21:30Z
2020-06-17,2020-06-18T16:26:26Z
2020-06-16,2020-06-16T23:12:37Z
2020-06-20,2020-06-16T16:08:12Z
2020-06-15,2020-06-15T15:37:13Z
2020-06-16,2020-06-15T17:22:39Z
2020-06-16,2020-06-20T01:45:37Z
2020-06-18,2020-06-18T10:10:39Z
2020-06-20,2020-06-16T15:41:15Z
2020-06-17,2020-06-16T16:22:24Z
2020-06-15,2020-06-19T15:22:24Z
2020-06-20,2020-06-18T02:33:13Z
2020-06-17,2020-06-18T07:43:24Z
2020-06-20,2020-06-18T04:24:03Z
2020-06-17,2020-06-17T11:09:15Z
2020-06-16,2020-06-16T03:23:23Z
2020-06-17,2020-06-18T18:53:27Z
2020-06-20,2020-06-20T06:27:23Z
2020-06-16,2020-06-15T03:08:43Z
2020-06-17,2020-06-19T13:12:56Z
2020-06-20,2020-06-15T12:53:49Z
2020-06-20,2020-06-20T15:35:46Z
2020-06-16,2020-06-20T08:40:52Z
2020-06-16,2020-06-18T22:04:12Z
2020-06-16,2020-06-18T02:25:49Z
2020-06-15,2020-06-17T02:02:26Z
2020-06-16,2020-06-20T00:16:50Z
2020-06-18,2020-06-20T09:04:52Z
2020-06-19,2020-06-17T23:44:59Z
2020-06-17,2020-06-15T08:23:05Z
2020-06-18,2020-06-17T16:40:10Z
2020-06-18,2020-06-16T08:57:32Z
2020-06-20,2020-06-18T09:37:24Z
2020-06-20,2020-06-15T15:49:00Z
2020-06-17,2020-06-19T17:44:31Z
2020-06-17,2020-06-18T23:27:50Z
2020-06-15,2020-06-15T01:38:12Z
2020-06-18,2020-06-16T06:57:40Z
2020-06-17,2020-06-16T19:56:10Z
2020-06-17,2020-06-16T20:01:13Z
2020-06-20,2020-06-17T09:07:23Z
2020-06-18,2020-06-20T08:45:59Z
2020-06-19,2020-06-16T17:03:33Z
2020-06-17,2020-06-15T06:17:32Z
2020-06-19,2020-06-20T00:29:21Z
2020-06-18,2020-06-17T14:16:15Z
2020-06-18,2020-06-16T02:42:00Z
2020-06-19,2020-06-17T21:15:25Z
2020-06-20,2020-06-16T19:49:58Z
2020-06-19,2020-06-18T05:01:03Z
2020-06-16,2020-06-20T03:54:53Z
2020-06-17,2020-06-17T14:37:20Z
2020-06-16,2020-06-17T20:44:21Z
2020-06-16,2020-06-20T18:19:31Z
2020-06-18,2020-06-18T12:05:29Z
2020-06-18,2020-06-18T04:42:40Z
2020-06-15,2020-06-18T20:21:35Z
2020-06-18,2020-06-16T11:02:39Z
2020-06-16,2020-06-17T04:34:10Z
2020-06-18,2020-06-17T10:40:39Z
2020-06-20,2020-06-16T23:29:29Z
2020-06-17,2020-06-17T14:36:59Z
2020-06-20,2020-06-16T18:27:48Z
2020-06-16,2020-06-16T14:55:59Z
2020-06-18,2020-06-16T15:15:02Z
2020-06-20,2020-06-15T14:48:55Z
2020-06-20,2020-06-19T15:52:45Z
2020-06-20,2020-06-18T21:53:57Z
2020-06-19,2020-06-16T18:58:09Z
2020-06-17,2020-06-15T12:53:08Z
2020-06-15,2020-06-17T22:26:43Z
2020-06-19,2020-06-18T18:43:58Z
2020-06-20,2020-06-15T17:37:51Z
2020-06-19,2020-06-18T23:50:13Z
2020-06-18,2020-06-19T14:50:54Z
2020-06-20,2020-06-20T07:38:55Z
2020-06-16,2020-06-18T17:42:34Z
2020-06-17,2020-06-19T07:59:12Z
2020-06-16,2020-06-16T00:49:46Z
2020-06-19,2020-06-19T12:28:50Z
2020-06-19,2020-06-17T18:11:47Z
2020-06-19,2020-06-16T23:55:57Z
2020-06-16,2020-06-16T16:01:18Z
2020-06-19,2020-06-17T22:09:03Z
2020-06-16,2020-06-19T22:58:25Z
2020-06-17,2020-06-17T16:41:27Z
2020-06-20,2020-06-17T18:36:51Z
2020-06-17,2020-06-18T12:22:16Z
2020-06-17,2020-06-15T00:07:28Z
2020-06-19,2020-06-18T01:06:10Z
2020-06-19,2020-06-18T01:15:35Z
2020-06-20,2020-06-19T23:57:36Z
2020-06-16,2020-06-17T13:55:49Z
2020-06-16,2020-06-15T15:01:52Z
2020-06-17,2020-06-19T18:14:30Z
2020-06-16,2020-06-20T13:06:17Z
2020-06-16,2020-06-15T09:24:59Z
2020-06-15,2020-06-18T12:54:28Z
2020-06-17,2020-06-16T02:12:17Z
2020-06-18,2020-06-19T17:58:04Z
2020-06-15,2020-06-17T23:54:06Z
2020-06-15,2020-06-18T04:58:56Z
2020-06-17,2020-06-17T10:59:25Z
2020-06-18,2020-06-20T14:47:58Z
2020-06-18,2020-06-16T07:33:30Z
2020-06-16,2020-06-18T15:11:24Z
2020-06-20,2020-06-17T20:28:36Z
2020-06-16,2020-06-18T17:59:57Z
2020-06-18,2020-06-19T07:44:33Z
2020-06-20,2020-06-16T08:50:59Z
2020-06-17,2020-06-16T00:40:25Z
2020-06-16,2020-06-18T02:12:32Z
2020-06-20,2020-06-17T02:02:07Z
2020-06-15,2020-06-16T13:19:39Z
2020-06-16,2020-06-19T21:36:55Z
2020-06-17,2020-06-16T11:13:45Z
2020-06-19,2020-06-17T20:30:22Z
2020-06-18,2020-06-15T23:02:32Z
2020-06-18,2020-06-17T04:55:03Z
2020-06-19,2020-06-17T00:30:41Z
2020-06-15,2020-06-16T01:36:02Z
2020-06-15,2020-06-18T17:15:36Z
2020-06-16,2020-06-18T16:22:52Z
2020-06-15,2020-06-15T01:46:58Z
2020-06-18,2020-06-17T16:21:11Z
2020-06-20,2020-06-16T04:52:39Z
2020-06-18,2020-06-19T07:35:38Z
2020-06-20,2020-06-15T21:53:27Z
2020-06-19,2020-06-20T20:48:42Z
2020-06-17,2020-06-15T03:06:26Z
2020-06-19,2020-06-19T23:24:12Z
2020-06-16,2020-06-18T01:00:38Z
2020-06-20,2020-06-15T01:59:03Z
2020-06-15,2020-06-19T09:14:52Z
2020-06-17,2020-06-19T15:18:39Z
2020-06-17,2020-06-19T07:38:49Z
2020-06-19,2020-06-19T15:48:47Z
2020-06-16,2020-06-17T04:30:26Z
2020-06-19,2020-06-18T15:38:14Z
2020-06-19,2020-06-17T15:48:28Z
2020-06-17,2020-06-19T06:00:44Z
2020-06-17,2020-06-15T17:15:14Z
2020-06-15,2020-06-15T10:39:33Z
2020-06-18,2020-06-16T00:31:37Z
2020-06-19,2020-06-15T10:07:09Z
2020-06-15,2020-06-15T04:46:04Z
2020-06-17,2020-06-17T08:38:26Z
2020-06-20,2020-06-17T04:05:04Z
2020-06-15,2020-06-18T11:02:04Z
2020-06-17,2020-06-19T22:40:42Z
2020-06-19,2020-06-20T11:02:04Z
2020-06-16,2020-06-18T18:26:23Z
2020-06-17,2020-06-20T10:36:58Z
2020-06-16,2020-06-20T00:16:46Z
2020-06-16,2020-06-20T14:34:03Z
2020-06-16,2020-06-17T11:51:45Z
2020-06-17,2020-06-18T23:29:23Z
2020-06-18,2020-06-19T13:49:34Z
2020-06-19,2020-06-15T02:39:46Z
2020-06-17,2020-06-18T05:37:58Z
2020-06-17,2020-06-16T17:11:09Z
2020-06-19,2020-06-18T10:39:59Z
2020-06-20,2020-06-19T15:00:35Z
2020-06-15,2020-06-15T18:25:43Z
2020-06-16,2020-06-15T04:52:48Z
2020-06-20,2020-06-16T08:35:56Z
2020-06-15,2020-06-15T20:12:13Z
2020-06-18,2020-06-18T18:17:05Z
2020-06-20,2020-06-15T11:14:58Z
2020-06-16,2020-06-15T04:55:59Z
2020-06-15,2020-06-18T06:46:22Z
2020-06-16,2020-06-20T02:04:18Z
2020-06-19,2020-06-17T09:12:31Z
2020-06-20,2020-06-17T23:29:03Z
2020-06-20,2020-06-19T05:12:19Z
2020-06-16,2020-06-15T15:46:07Z
2020-06-19,2020-06-20T07:52:48Z
2020-06-18,2020-06-18T11:30:07Z
2020-06-20,2020-06-20T04:20:56Z
2020-06-15,2020-06-19T00:16:10Z
2020-06-17,2020-06-15T01:46:34Z
2020-06-18,2020-06-16T00:13:44Z
2020-06-20,2020-06-19T15:28:07Z
2020-06-18,2020-06-17T20:41:39Z
2020-06-18,2020-06-17T15:36:49Z
2020-06-16,2020-06-17T03:48:08Z
2020-06-16,2020-06-17T02:05:56Z
2020-06-20,2020-06-17T17:42:04Z
2020-06-15,2020-06-15T19:22:11Z
2020-06-15,2020-06-20T23:52:32Z
2020-06-15,2020-06-15T08:40:30Z
2020-06-19,2020-06-15T23:54:24Z
2020-06-17,2020-06-20T19:29:59Z
2020-06-18,2020-06-18T00:58:38Z
2020-06-18,2020-06-20T06:15:48Z
2020-06-16,2020-06-16T03:59:44Z
2020-06-16,2020-06-20T15:14:45Z
2020-06-18,2020-06-17T17:22:41Z
2020-06-20,2020-06-15T18:31:02Z
2020-06-20,2020-06-17T02:24:22Z
2020-06-19,2020-06-17T00:56:46Z
2020-06-16,2020-06-18T04:33:46Z
2020-06-16,2020-06-18T09:24:19Z
2020-06-20,2020-06-17T02:28:39Z
2020-06-18,2020-06-18T23:37:58Z
2020-06-16,2020-06-19T07:25:52Z
2020-06-18,2020-06-19T21:06:35Z
2020-06-19,2020-06-15T10:29:19Z
2020-06-18,2020-06-15T07:36:39Z
2020-06-15,2020-06-20T15:22:38Z
2020-06-18,2020-06-18T03:33:56Z
2020-06-15,2020-06-19T11:13:59Z
2020-06-20,2020-06-15T04:26:28Z
2020-06-15,2020-06-18T11:25:28Z
2020-06-20,2020-06-20T03:52:18Z
2020-06-15,2020-06-17T05:51:52Z
2020-06-17,2020-06-17T07:52:52Z
2020-06-17,2020-06-20T01:49:36Z
2020-06-19,2020-06-18T05:18:42Z
2020-06-20,2020-06-17T01:39:15Z
2020-06-16,2020-06-17T19:09:40Z
2020-06-17,2020-06-16T19:15:51Z
2020-06-19,2020-06-17T14:03:20Z
2020-06-16,2020-06-18T16:06:58Z
2020-06-18,2020-06-16T15:17:04Z
2020-06-16,2020-06-19T16:07:43Z
2020-06-18,2020-06-16T02:19:06Z
2020-06-18,2020-06-20T02:07:15Z
2020-06-16,2020-06-19T02:56:29Z
2020-06-20,2020-06-16T10:19:13Z
2020-06-16,2020-06-17T20:23:54Z
2020-06-15,2020-06-17T09:14:52Z
2020-06-17,2020-06-20T09:07:19Z
2020-06-18,2020-06-18T02:06:27Z
2020-06-17,2020-06-19T05:19:12Z
2020-06-18,2020-06-15T17:30:27Z
2020-06-19,2020-06-19T23:27:13Z
2020-06-19,2020-06-18T16:47:57Z
2020-06-19,2020-06-17T21:09:06Z
2020-06-19,2020-06-19T22:09:58Z
2020-06-18,2020-06-16T05:12:29Z
2020-06-15,2020-06-17T08:48:40Z
2020-06-16,2020-06-20T04:18:01Z
2020-06-18,2020-06-19T10:06:15Z
2020-06-19,2020-06-15T01:21:12Z
2020-06-15,2020-06-19T18:39:44Z
2020-06-16,2020-06-19T16:35:08Z
2020-06-19,2020-06-16T07:36:04Z
2020-06-17,2020-06-19T17:09:33Z
2020-06-18,2020-06-20T02:00:22Z
2020-06-17,2020-06-16T10:43:58Z
2020-06-15,2020-06-20T03:09:04Z
2020-06-19,2020-06-20T13:30:22Z
2020-06-17,2020-06-20T10:30:31Z
2020-06-18,2020-06-16T23:48:06Z
2020-06-19,2020-06-19T05:36:52Z
2020-06-15,2020-06-20T08:29:11Z
2020-06-15,2020-06-16T02:26:18Z
2020-06-15,2020-06-16T05:07:00Z
2020-06-17,2020-06-15T07:18:36Z
2020-06-20,2020-06-17T03:28:27Z
2020-06-18,2020-06-20T05:25:23Z
2020-06-20,2020-06-15T17:54:33Z
2020-06-19,2020-06-17T16:35:39Z
2020-06-20,2020-06-15T06:19:57Z
2020-06-17,2020-06-18T15:26:09Z
2020-06-15,2020-06-15T00:08:11Z
2020-06-15,2020-06-16T04:57:16Z
2020-06-20,2020-06-16T19:13:55Z
2020-06-15,2020-06-16T16:50:17Z
2020-06-19,2020-06-17T16:29:35Z
2020-06-17,2020-06-18T19:22:31Z
2020-06-15,2020-06-15T13:59:54Z
2020-06-19,2020-06-20T17:47:04Z
2020-06-20,2020-06-20T10:40:59Z
2020-06-17,2020-06-17T07:52:48Z
2020-06-16,2020-06-20T16:54:05Z
2020-06-15,2020-06-15T13:39:08Z
2020-06-18,2020-06-16T03:17:06Z
2020-06-17,2020-06-20T11:00:20Z
2020-06-20,2020-06-16T22:30:41Z
2020-06-17,2020-06-18T21:22:11Z
2020-06-20,2020-06-16T01:10:04Z
2020-06-20,2020-06-18T07:23:01Z
2020-06-18,2020-06-17T19:18:36Z
2020-06-18,2020-06-20T12:19:41Z
2020-06-15,2020-06-16T18:10:10Z
2020-06-18,2020-06-19T04:12:12Z
2020-06-20,2020-06-18T04:37:11Z
2020-06-20,2020-06-17T14:17:52Z
2020-06-18,2020-06-15T02:59:32Z
2020-06-18,2020-06-18T12:08:36Z
2020-06-20,2020-06-19T17:44:55Z
2020-06-16,2020-06-19T06:29:40Z
2020-06-18,2020-06-20T20:47:45Z
2020-06-17,2020-06-17T03:44:19Z
2020-06-16,2020-06-15T08:59:48Z
2020-06-17,2020-06-20T12:34:56Z
2020-06-19,2020-06-19T12:17:35Z
2020-06-17,2020-06-17T10:10:40Z
2020-06-20,2020-06-18T21:08:52Z
2020-06-16,2020-06-15T14:21:07Z
2020-06-15,2020-06-16T19:51:39Z
2020-06-16,2020-06-15T15:06:35Z
2020-06-17,2020-06-16T20:00:22Z
2020-06-15,2020-06-17T03:30:33Z
2020-06-19,2020-06-19T04:53:30Z
2020-06-15,2020-06-19T21:01:35Z
2020-06-20,2020-06-18T14:32:04Z
2020-06-20,2020-06-20T13:58:37Z
2020-06-18,2020-06-16T20:13:09Z
2020-06-17,2020-06-20T17:11:28Z
2020-06-18,2020-06-16T00:42:55Z
2020-06-16,2020-06-16T11:55:56Z
2020-06-19,2020-06-15T19:23:03Z
2020-06-15,2020-06-15T07:03:33Z
2020-06-17,2020-06-18T23:22:52Z
2020-06-19,2020-06-16T21:47:42Z
2020-06-20,2020-06-17T17:35:46Z
2020-06-16,2020-06-15T13:10:41Z
2020-06-17,2020-06-20T08:47:09Z
2020-06-15,2020-06-18T01:36:15Z
2020-06-18,2020-06-19T12:17:34Z
2020-06-15,2020-06-20T01:19:02Z
2020-06-15,2020-06-18T04:06:50Z
2020-06-20,2020-06-15T18:01:15Z
2020-06-18,2020-06-17T08:19:41Z
2020-06-19,2020-06-17T12:53:41Z
2020-06-20,2020-06-18T08:29:35Z
2020-06-18,2020-06-16T10:51:06Z
2020-06-20,2020-06-18T07:00:43Z
2020-06-16,2020-06-15T03:57:18Z
2020-06-16,2020-06-20T16:31:42Z
2020-06-19,2020-06-20T18:34:24Z
2020-06-20,2020-06-16T04:58:46Z
2020-06-18,2020-06-17T21:01:35Z
2020-06-19,2020-06-19T23:16:35Z
2020-06-15,2020-06-19T05:10:56Z
2020-06-20,2020-06-19T06:29:04Z
2020-06-19,2020-06-18T06:31:54Z
2020-06-19,2020-06-20T23:11:05Z
2020-06-16,2020-06-15T22:17:24Z
2020-06-18,2020-06-17T13:22:59Z
2020-06-15,2020-06-19T04:21:10Z
2020-06-17,2020-06-20T05:11:11Z
2020-06-16,2020-06-18T19:13:35Z
2020-06-19,2020-06-20T20:39:14Z
2020-06-16,2020-06-16T06:42:56Z
2020-06-19,2020-06-18T22:44:26Z
2020-06-19,2020-06-18T07:59:39Z
2020-06-15,2020-06-20T14:39:39Z
2020-06-16,2020-06-16T22:30:17Z
2020-06-18,2020-06-15T21:01:26Z
2020-06-17,2020-06-15T03:00:11Z
2020-06-17,2020-06-19T12:58:57Z
2020-06-19,2020-06-17T05:41:46Z
2020-06-15,2020-06-17T14:34:33Z
2020-06-16,2020-06-19T17:44:52Z
2020-06-18,2020-06-16T14:58:48Z
2020-06-19,2020-06-15T22:43:34Z
2020-06-20,2020-06-18T04:10:44Z
2020-06-15,2020-06-15T17:41:51Z
2020-06-19,2020-06-17T17:20:08Z
2020-06-17,2020-06-15T19:32:19Z
2020-06-19,2020-06-17T21:12:23Z
2020-06-20,2020-06-19T10:17:02Z
2020-06-18,2020-06-18T08:32:47Z
2020-06-16,2020-06-15T09:24:25Z
2020-06-20,2020-06-20T08:52:56Z
2020-06-19,2020-06-16T20:17:02Z
2020-06-15,2020-06-20T09:17:21Z
2020-06-16,2020-06-15T13:35:25Z
2020-06-20,2020-06-18T05:48:37Z
2020-06-19,2020-06-16T12:50:55Z
2020-06-17,2020-06-19T17:04:35Z
2020-06-19,2020-06-17T02:06:10Z
2020-06-16,2020-06-15T17:15:30Z
2020-06-18,2020-06-17T15:16:57Z
2020-06-19,2020-06-19T11:00:23Z
2020-06-17,2020-06-16T19:50:12Z
2020-06-20,2020-06-19T16:36:30Z
2020-06-18,2020-06-20T09:51:53Z
2020-06-20,2020-06-17T12:29:25Z
2020-06-19,2020-06-15T07:09:00Z
2020-06-20,2020-06-20T08:53:14Z
2020-06-20,2020-06-16T07:29:21Z
2020-06-17,2020-06-20T17:52:39Z
2020-06-20,2020-06-17T14:29:45Z
2020-06-19,2020-06-17T01:12:16Z
2020-06-19,2020-06-20T21:18:02Z
2020-06-15,2020-06-20T22:20:41Z
2020-06-17,2020-06-16T13:00:43Z
2020-06-17,2020-06-19T14:21:30Z
2020-06-18,2020-06-20T21:14:49Z
2020-06-17,2020-06-17T16:57:16Z
