date,date_and_time
2020-02-22,2019-06-27T06:49:01Z
2019-11-13,2019-07-11T04:18:35Z
2019-09-27,2020-03-25T20:36:23Z
2019-06-16,2019-06-27T08:44:58Z
2020-01-05,2019-06-20T04:17:12Z
2020-04-18,2019-07-20T04:26:35Z
2019-10-17,2019-07-10T20:32:43Z
2020-03-23,2019-09-27T21:32:15Z
2020-02-24,2019-07-01T15:07:04Z
2020-04-10,2019-07-16T23:23:29Z
2020-03-05,2020-04-13T01:47:36Z
2020-05-07,2019-10-26T22:50:53Z
2019-10-02,2019-10-01T01:33:20Z
2020-02-27,2020-01-22T05:06:51Z
2019-09-03,2019-11-20T02:39:22Z
2020-03-17,2019-07-04T12:22:13Z
2020-04-10,2020-04-26T08:21:53Z
2020-05-22,2019-07-13T08:41:06Z
2020-05-20,2020-05-13T00:55:56Z
2020-04-15,2019-08-10T17:58:56Z
2020-05-02,2020-01-22T10:11:24Z
2019-09-06,2019-12-31T05:05:10Z
2019-09-23,2020-02-08T14:25:42Z
2019-07-28,2019-09-30T06:05:55Z
2019-11-17,2019-09-10T20:48:52Z
2020-03-10,2019-09-19T12:37:27Z
2020-04-22,2020-04-24T05:10:42Z
2020-01-17,2020-04-12T00:56:43Z
2019-11-30,2020-04-20T07:43:09Z
2020-06-09,2019-11-16T01:32:33Z
2020-02-28,2019-09-23T09:36:57Z
2019-12-20,2020-03-19T19:26:02Z
2019-08-22,2019-09-05T11:42:32Z
2020-04-19,2019-09-05T23:19:38Z
2019-12-02,2019-09-26T16:23:55Z
2020-04-22,2019-11-04T09:15:45Z
2019-11-17,2019-11-30T17:57:33Z
2019-06-25,2019-11-15T04:41:09Z
2020-03-27,2019-07-24T23:59:08Z
2020-03-04,2020-04-02T20:15:09Z
2019-07-19,2019-09-08T15:32:02Z
2020-03-19,2019-09-28T23:57:45Z
2019-07-25,2020-03-08T08:32:54Z
2020-04-24,2019-06-20T07:14:34Z
2019-07-16,2020-02-13T19:36:49Z
2020-01-17,2019-11-23T14:39:39Z
2019-10-23,2020-03-08T05:46:37Z
2019-11-26,2019-07-08T15:54:33Z
2020-03-30,2020-03-11T13:24:56Z
2020-01-21,2020-03-14T11:04:51Z
2020-04-11,2020-02-12T16:34:15Z
2019-12-25,2019-07-03T11:25:25Z
2019-08-21,2019-08-24T14:30:15Z
2019-10-16,2019-10-05T14:30:18Z
2019-10-23,2020-01-31T18:51:27Z
2020-04-13,2020-02-19T15:29:51Z
2019-09-18,2019-07-08T16:56:24Z
2019-11-14,2019-11-11T00:15:41Z
2019-12-31,2019-06-20T04:36:09Z
2020-01-24,2019-10-03T08:56:59Z
2020-05-17,2020-05-21T23:49:33Z
2019-08-04,2020-05-08T22:27:48Z
2020-03-06,2019-09-10T21:01:08Z
2019-11-18,2020-02-06T07:54:21Z
2020-04-16,2020-02-23T09:29:24Z
2020-02-22,2019-08-24T00:10:50Z
2020-01-23,2019-08-21T10:56:41Z
2020-04-29,2019-11-02T06:17:18Z
2020-02-01,2020-01-22T02:17:00Z
2019-08-22,2019-11-08T01:43:33Z
2020-03-05,2019-10-14T00:59:28Z
2020-05-15,2019-08-08T14:40:48Z
2020-04-24,2020-05-31T05:40:55Z
2020-05-04,2019-09-05T03:54:37Z
2019-08-17,2019-10-06T17:07:03Z
2019-09-07,2020-02-21T06:04:16Z
2019-10-14,2020-03-08T02:47:38Z
2020-01-02,2019-09-27T01:47:53Z
2019-10-11,2019-09-23T12:10:21Z
2020-04-11,2019-07-22T20:43:47Z
2019-09-23,2019-12-11T04:41:05Z
2020-04-14,2019-07-09T09:11:35Z
2020-06-07,2020-01-16T17:36:16Z
2020-03-03,2019-06-25T02:41:36Z
2020-04-01,2019-12-16T05:46:29Z
2019-11-09,2020-01-24T05:13:52Z
2020-05-05,2020-04-29T23:44:00Z
2020-05-03,2019-10-01T01:33:15Z
2020-01-06,2019-08-13T03:43:37Z
2020-02-27,2020-02-01T08:14:20Z
2020-06-03,2020-05-06T05:36:32Z
2020-05-07,2020-02-29T09:59:09Z
2019-08-28,2020-06-07T11:50:04Z
2019-12-14,2019-09-19T05:04:06Z
2020-04-23,2019-10-31T07:43:33Z
2020-01-21,2019-11-22T12:51:00Z
2020-02-28,2020-05-12T07:49:07Z
2019-10-28,2020-06-04T06:34:38Z
2019-12-26,2020-02-06T04:44:38Z
2020-01-18,2020-03-10T11:20:56Z
2019-07-04,2020-01-15T12:39:24Z
2020-03-26,2020-04-12T19:02:33Z
2020-02-26,2020-04-09T08:52:29Z
2019-11-30,2020-02-27T07:31:18Z
2019-12-09,2020-06-09T10:02:30Z
2020-05-12,2020-01-21T10:59:13Z
2020-03-21,2019-09-06T10:27:32Z
2019-10-01,2019-10-14T07:15:32Z
2020-05-22,2020-01-01T20:39:41Z
2019-09-08,2019-11-04T22:29:09Z
2020-03-08,2019-11-29T01:54:51Z
2019-08-25,2019-11-21T22:16:15Z
2020-05-04,2019-08-06T15:48:24Z
2019-09-18,2019-12-02T02:53:15Z
2019-11-19,2019-08-11T09:24:48Z
2020-05-13,2019-10-17T02:28:34Z
2019-11-18,2020-03-05T11:13:27Z
2019-08-16,2019-06-16T06:57:06Z
2020-01-31,2020-05-07T05:00:56Z
2019-07-31,2019-10-13T15:39:53Z
2019-11-05,2019-06-25T08:41:55Z
2020-01-15,2019-09-20T00:25:38Z
2020-03-22,2019-07-21T00:42:32Z
2020-02-12,2019-09-06T16:17:41Z
2020-02-04,2020-03-18T03:05:28Z
2019-10-18,2020-01-20T13:11:50Z
2019-12-04,2020-04-01T23:28:03Z
2019-12-13,2019-11-22T00:36:23Z
2020-04-10,2020-01-29T18:42:32Z
2020-01-20,2020-04-05T03:35:38Z
2019-12-24,2020-04-25T14:05:56Z
2020-03-18,2020-01-03T22:33:58Z
2019-10-17,2019-11-30T16:07:01Z
2020-03-13,2020-03-03T23:19:55Z
2019-07-13,2019-07-14T01:37:29Z
2019-11-04,2019-12-13T03:02:59Z
2020-03-23,2020-01-22T19:49:44Z
2019-09-07,2019-06-23T10:03:23Z
2019-08-24,2019-11-18T20:51:23Z
2020-01-03,2020-05-03T07:29:24Z
2020-02-20,2019-08-14T01:09:26Z
2020-03-21,2020-03-30T03:14:24Z
2020-02-06,2019-12-13T15:23:26Z
2020-01-10,2020-03-25T10:39:34Z
2020-04-15,2020-05-13T17:47:34Z
2020-04-11,2020-05-09T12:52:00Z
2019-09-27,2019-07-25T00:32:37Z
2019-10-26,2020-03-18T07:40:21Z
2019-09-10,2019-08-11T03:57:17Z
2019-09-22,2020-06-08T14:15:29Z
2019-08-09,2019-08-14T21:39:56Z
2020-06-03,2020-04-16T03:12:53Z
2020-02-29,2019-07-07T01:49:29Z
2020-03-13,2020-02-19T13:38:56Z
2020-05-11,2019-10-10T22:21:50Z
2020-01-19,2020-01-19T19:08:43Z
2019-08-26,2020-02-06T18:04:00Z
2019-11-04,2019-09-17T03:52:57Z
2020-05-09,2020-06-06T04:46:01Z
2020-04-26,2019-12-21T16:46:18Z
2019-12-26,2019-08-17T02:30:23Z
2019-11-13,2020-03-19T07:28:39Z
2020-01-20,2019-11-08T23:44:18Z
2020-02-11,2019-10-16T21:23:02Z
2019-12-20,2019-08-26T00:54:47Z
2019-08-04,2020-03-05T13:33:39Z
2020-05-28,2019-08-16T18:32:35Z
2019-11-26,2019-08-23T00:06:05Z
2019-12-28,2019-07-03T00:58:23Z
2019-07-02,2020-05-10T19:18:35Z
2019-12-05,2019-06-27T10:51:16Z
2020-05-08,2020-03-26T11:24:10Z
2019-07-03,2019-09-07T11:35:02Z
2020-02-20,2019-12-20T01:41:51Z
2019-12-17,2019-08-28T04:16:52Z
2020-05-20,2019-08-04T08:53:21Z
2020-04-02,2020-01-06T08:26:35Z
2020-05-22,2019-06-23T22:51:37Z
2019-07-18,2020-01-18T00:01:16Z
2020-02-12,2019-12-16T16:50:50Z
2019-07-09,2019-06-16T00:36:47Z
2020-05-29,2019-10-12T00:51:47Z
2020-04-16,2020-01-06T21:01:53Z
2020-05-06,2019-11-19T06:00:16Z
2020-03-25,2020-04-21T07:08:12Z
2019-09-06,2019-09-17T01:19:41Z
2019-10-20,2019-09-01T08:40:36Z
2019-11-17,2020-02-19T01:04:41Z
2020-02-25,2019-11-13T09:24:04Z
2020-05-02,2019-10-12T22:01:14Z
2019-11-03,2019-08-30T20:34:48Z
2019-06-30,2019-07-27T12:09:18Z
2019-09-24,2020-02-29T21:58:17Z
2019-11-26,2019-11-28T17:37:18Z
2020-04-07,2019-10-31T20:01:57Z
2020-02-25,2019-12-05T06:16:29Z
2019-07-10,2020-04-02T13:31:56Z
2020-01-21,2019-09-19T22:55:51Z
2019-07-01,2020-01-09T12:45:00Z
2020-03-17,2019-10-15T06:20:49Z
2019-12-11,2019-11-13T23:58:39Z
2020-05-29,2019-08-25T12:52:54Z
2019-08-07,2019-06-19T10:11:23Z
2020-01-30,2020-03-23T06:53:35Z
2019-08-17,2020-06-13T00:10:23Z
2020-04-29,2019-12-09T17:41:28Z
2019-08-09,2019-12-10T20:57:31Z
2020-06-06,2020-04-09T01:04:16Z
2019-10-10,2019-09-10T03:00:50Z
2019-09-03,2020-02-11T11:30:20Z
2019-06-15,2020-03-31T02:17:18Z
2020-02-21,2019-09-15T05:56:57Z
2019-08-24,2019-06-24T20:25:56Z
2019-08-30,2019-12-03T06:10:34Z
2020-02-24,2019-11-19T21:26:52Z
2019-09-17,2020-05-30T12:21:48Z
2020-03-12,2020-02-27T01:27:56Z
2020-02-09,2019-12-11T02:26:38Z
2020-05-03,2020-03-13T08:22:56Z
2020-03-24,2019-11-12T20:30:59Z
2019-10-27,2019-06-22T18:48:35Z
2019-12-21,2020-03-16T17:44:04Z
2020-05-15,2019-07-31T01:31:06Z
2020-04-01,2020-06-09T02:46:08Z
2020-01-12,2020-01-19T01:01:29Z
2020-04-15,2019-07-16T19:31:13Z
2019-07-06,2020-01-20T07:09:08Z
2019-10-10,2020-03-26T23:43:30Z
2019-07-21,2019-11-29T11:12:57Z
2019-12-06,2019-11-16T08:21:21Z
2020-03-19,2020-04-22T09:56:43Z
2019-08-21,2019-06-16T18:07:53Z
2020-04-18,2019-06-28T03:41:11Z
2019-08-01,2019-12-09T19:09:17Z
2019-10-23,2019-06-30T11:48:40Z
2020-06-06,2020-06-11T18:50:09Z
2019-10-27,2019-11-12T15:49:08Z
2019-10-04,2019-08-25T10:46:22Z
2019-11-05,2019-10-23T10:15:35Z
2019-12-04,2020-04-19T07:23:28Z
2020-04-05,2019-10-20T06:29:13Z
2019-11-21,2019-09-09T05:43:32Z
2020-01-26,2020-02-03T06:24:43Z
2019-10-13,2019-10-13T17:21:09Z
2020-01-25,2019-09-29T01:23:15Z
2020-01-01,2020-05-14T19:24:24Z
2020-02-01,2019-07-04T17:08:25Z
2020-05-08,2020-05-18T16:01:43Z
2019-09-03,2020-01-18T03:42:05Z
2020-01-10,2020-03-22T09:06:53Z
2019-10-29,2020-03-11T18:11:50Z
2020-03-26,2020-03-08T14:59:42Z
2019-08-07,2019-10-30T13:33:23Z
2019-12-16,2020-01-25T10:10:04Z
2020-05-06,2020-02-07T22:12:48Z
2019-08-10,2019-08-26T21:54:09Z
2020-02-28,2020-01-18T18:44:53Z
2019-10-09,2019-11-13T11:22:39Z
2019-12-23,2020-04-21T15:47:51Z
2019-10-03,2020-02-12T13:34:49Z
2020-05-07,2020-05-10T19:24:04Z
2019-06-21,2019-12-27T11:00:58Z
2019-07-07,2019-06-21T11:41:28Z
2019-10-04,2019-08-26T15:45:37Z
2019-06-18,2020-01-16T05:53:15Z
2019-06-29,2019-07-18T01:40:36Z
2020-05-02,2019-12-17T23:16:18Z
2019-09-03,2020-05-05T16:17:02Z
2019-12-31,2020-05-04T06:31:46Z
2020-01-01,2020-01-03T02:51:34Z
2020-04-30,2020-05-08T05:21:01Z
2019-06-21,2020-06-07T01:39:22Z
2020-01-24,2020-05-30T22:51:12Z
2019-10-13,2019-12-07T20:21:31Z
2019-06-30,2019-11-21T07:21:04Z
2020-01-06,2020-05-24T06:53:15Z
2019-12-12,2019-08-23T09:56:58Z
2020-05-24,2019-10-14T02:05:55Z
2019-08-28,2020-05-29T03:20:09Z
2019-12-11,2019-10-10T11:01:30Z
2020-03-21,2019-12-15T02:58:24Z
2019-09-29,2019-09-01T00:59:48Z
2020-01-20,2020-05-22T19:34:39Z
2019-07-15,2020-05-24T22:08:20Z
2020-03-02,2019-09-13T05:31:01Z
2019-12-29,2020-01-25T08:28:11Z
2019-10-10,2019-09-02T13:37:29Z
2019-06-17,2019-10-29T20:49:36Z
2019-08-30,2020-04-20T18:46:54Z
2019-08-25,2020-03-25T07:48:05Z
2019-07-16,2020-04-06T02:02:35Z
2019-07-23,2019-09-21T18:38:10Z
2019-12-28,2020-04-20T07:52:51Z
2020-06-12,2020-05-26T00:39:24Z
2020-03-16,2019-12-31T06:11:10Z
2019-10-07,2020-03-18T17:04:18Z
2020-06-01,2019-11-27T11:58:56Z
2019-10-30,2019-12-06T17:08:13Z
2020-03-16,2019-11-25T05:59:03Z
2020-04-15,2019-11-16T11:44:49Z
2019-12-17,2019-09-27T00:32:04Z
2020-06-01,2020-04-20T23:27:16Z
2019-09-02,2019-10-21T16:28:18Z
2019-12-15,2019-09-30T13:24:19Z
2019-11-11,2019-10-23T09:06:17Z
2019-07-18,2020-01-04T20:19:33Z
2019-08-03,2019-08-22T00:16:03Z
2020-04-24,2020-02-26T06:06:25Z
2020-02-29,2020-04-28T11:20:26Z
2019-06-16,2019-11-19T08:46:35Z
2020-03-30,2019-12-23T18:54:03Z
2019-11-20,2019-07-26T19:59:54Z
2020-05-04,2019-09-03T21:46:19Z
2020-02-08,2020-03-23T08:52:47Z
2020-05-09,2019-06-28T05:16:16Z
2020-03-28,2020-01-10T04:40:05Z
2020-05-14,2020-04-08T23:16:58Z
2020-01-14,2019-07-24T02:36:51Z
2019-09-14,2019-07-03T10:57:20Z
2019-11-28,2019-12-28T21:58:23Z
2019-08-21,2020-04-23T12:00:30Z
2020-05-31,2019-12-07T13:09:37Z
2020-01-01,2019-08-11T10:00:39Z
2019-12-21,2020-06-06T12:27:56Z
2019-12-06,2020-03-12T08:38:01Z
2019-10-20,2020-05-20T17:39:29Z
2019-12-03,2020-04-29T21:18:35Z
2019-07-11,2019-11-01T18:51:00Z
2019-07-22,2019-12-22T23:18:14Z
2020-03-31,2020-04-21T17:12:27Z
2019-06-30,2020-05-23T17:45:08Z
2020-04-04,2019-08-21T12:00:27Z
2020-05-03,2019-11-20T00:28:03Z
2019-08-18,2019-07-08T06:51:52Z
2020-04-02,2020-01-28T01:25:31Z
2019-09-04,2019-11-25T02:12:52Z
2020-05-25,2019-11-01T07:11:27Z
2019-08-04,2020-03-06T15:08:34Z
2020-04-08,2019-12-12T09:02:11Z
